Rule ID,Rule Name,Rule Description,Visa Type,Eligibility Criteria,Application Fee,Processing Time,Required Documents,Additional Notes
134,Family Visa,Allows family members of UK residents to join them in the UK.,Visitor,"Family relationship proof, sufficient funds",£610,6 months,"Passport, business plan, endorsement letter, financial proof",Sponsorship from a licensed UK employer required.
135,Innovator Visa,For experienced business people seeking to establish an innovative business in the UK.,Work,"Family relationship proof, sufficient funds",£610,3 weeks,"Passport, business plan, endorsement letter, financial proof",Can work part-time during term and full-time during breaks.
136,Visitor Visa,Allows family members of UK residents to join them in the UK.,Business,"Innovative business idea, proof of funds, endorsement by an approved body",£610,8 weeks,"Passport, CAS, financial proof, TB test",Can work part-time during term and full-time during breaks.
137,Tier 4 Student,For international students pursuing a course in the UK.,Family,"Job offer, Certificate of Sponsorship, appropriate salary","£1,021",3 weeks,"Passport, CAS, financial proof, TB test",Sponsorship from a licensed UK employer required.
138,Innovator Visa,For skilled workers with a job offer from a UK employer holding a valid sponsor.,Business,Must have sufficient funds for the duration of stay and intention to return,"£1,021",6 months,"Passport, CAS, financial proof, TB test",Can work part-time during term and full-time during breaks.
139,Innovator Visa,For experienced business people seeking to establish an innovative business in the UK.,Visitor,"Family relationship proof, sufficient funds",£610,3 weeks,"Passport, business plan, endorsement letter, financial proof",Sponsorship from a licensed UK employer required.
140,Family Visa,For experienced business people seeking to establish an innovative business in the UK.,Visitor,"Accepted by a UK institution, proof of funds, English proficiency",£95,12 weeks,"Passport, CAS, financial proof, TB test",Must maintain the endorsement and continue business activities.
141,Tier 4 Student,Allows individuals to visit the UK for tourism or family visits.,Visitor,"Family relationship proof, sufficient funds",£348,12 weeks,"Passport, CoS, qualifications, proof of funds",Family visa holders can apply for indefinite leave to remain after 5 years.
142,Tier 4 Student,For experienced business people seeking to establish an innovative business in the UK.,Student,"Family relationship proof, sufficient funds","£1,523",12 weeks,"Passport, business plan, endorsement letter, financial proof",Sponsorship from a licensed UK employer required.
143,Visitor Visa,For experienced business people seeking to establish an innovative business in the UK.,Family,Must have sufficient funds for the duration of stay and intention to return,£95,12 weeks,"Passport, CoS, qualifications, proof of funds",Family visa holders can apply for indefinite leave to remain after 5 years.
144,Visitor Visa,For skilled workers with a job offer from a UK employer holding a valid sponsor.,Student,"Job offer, Certificate of Sponsorship, appropriate salary","£1,021",8 weeks,"Passport, CAS, financial proof, TB test",Family visa holders can apply for indefinite leave to remain after 5 years.
145,Visitor Visa,For skilled workers with a job offer from a UK employer holding a valid sponsor.,Student,"Job offer, Certificate of Sponsorship, appropriate salary",£95,8 weeks,"Passport, CoS, qualifications, proof of funds",Sponsorship from a licensed UK employer required.
146,Tier 2 Work Visa,For international students pursuing a course in the UK.,Family,Must have sufficient funds for the duration of stay and intention to return,£95,6 months,"Passport, CoS, qualifications, proof of funds",Sponsorship from a licensed UK employer required.
147,Family Visa,Allows family members of UK residents to join them in the UK.,Business,"Family relationship proof, sufficient funds",£95,12 weeks,"Passport, CoS, qualifications, proof of funds",Must maintain the endorsement and continue business activities.
148,Visitor Visa,Allows family members of UK residents to join them in the UK.,Family,"Innovative business idea, proof of funds, endorsement by an approved body",£610,8 weeks,"Passport, CAS, financial proof, TB test",Family visa holders can apply for indefinite leave to remain after 5 years.
149,Visitor Visa,For skilled workers with a job offer from a UK employer holding a valid sponsor.,Work,"Innovative business idea, proof of funds, endorsement by an approved body","£1,523",3 weeks,"Passport, CoS, qualifications, proof of funds",Must maintain the endorsement and continue business activities.
150,Visitor Visa,Allows individuals to visit the UK for tourism or family visits.,Family,Must have sufficient funds for the duration of stay and intention to return,"£1,021",3 weeks,"Passport, CAS, financial proof, TB test",Family visa holders can apply for indefinite leave to remain after 5 years.
151,Innovator Visa,Allows individuals to visit the UK for tourism or family visits.,Work,"Family relationship proof, sufficient funds",£610,3 weeks,"Passport, bank statements, travel itinerary",Sponsorship from a licensed UK employer required.
152,Tier 4 Student,Allows individuals to visit the UK for tourism or family visits.,Work,"Family relationship proof, sufficient funds",£610,12 weeks,"Passport, CoS, qualifications, proof of funds",Sponsorship from a licensed UK employer required.
153,Tier 2 Work Visa,Allows family members of UK residents to join them in the UK.,Visitor,"Family relationship proof, sufficient funds","£1,523",12 weeks,"Passport, CAS, financial proof, TB test",Max 6 months stay per visit.
154,Visitor Visa,Allows family members of UK residents to join them in the UK.,Family,"Innovative business idea, proof of funds, endorsement by an approved body",£95,6 months,"Passport, relationship proof, financial proof",Max 6 months stay per visit.
155,Innovator Visa,For international students pursuing a course in the UK.,Work,"Family relationship proof, sufficient funds","£1,021",6 months,"Passport, bank statements, travel itinerary",Sponsorship from a licensed UK employer required.
156,Tier 4 Student,For international students pursuing a course in the UK.,Visitor,Must have sufficient funds for the duration of stay and intention to return,£348,8 weeks,"Passport, CAS, financial proof, TB test",Can work part-time during term and full-time during breaks.
157,Tier 4 Student,For experienced business people seeking to establish an innovative business in the UK.,Work,"Accepted by a UK institution, proof of funds, English proficiency","£1,021",8 weeks,"Passport, CoS, qualifications, proof of funds",Sponsorship from a licensed UK employer required.
158,Innovator Visa,Allows family members of UK residents to join them in the UK.,Visitor,"Innovative business idea, proof of funds, endorsement by an approved body",£610,12 weeks,"Passport, bank statements, travel itinerary",Family visa holders can apply for indefinite leave to remain after 5 years.
159,Tier 2 Work Visa,For international students pursuing a course in the UK.,Business,"Job offer, Certificate of Sponsorship, appropriate salary",£348,12 weeks,"Passport, CoS, qualifications, proof of funds",Sponsorship from a licensed UK employer required.
160,Visitor Visa,Allows individuals to visit the UK for tourism or family visits.,Work,"Accepted by a UK institution, proof of funds, English proficiency","£1,523",3 weeks,"Passport, CAS, financial proof, TB test",Sponsorship from a licensed UK employer required.
161,Family Visa,Allows family members of UK residents to join them in the UK.,Family,"Innovative business idea, proof of funds, endorsement by an approved body",£95,3 weeks,"Passport, bank statements, travel itinerary",Max 6 months stay per visit.
